"clip","id","probability","speaker","speaker_gender","clip_rank","clip_score","syllablespersec","npviV_all","npviV_nophrasefinal","pitchpvi","f0var","st_pitchpvi","stvar","duration","num_of_words","wordspersec","num_of_syllables","st_pitchpvi_new","stvar_new","npviV_nophrasefinal_median","npviV_all_median"
"F1_01",459,NA,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",247,NA,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",312,0.333333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",452,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",937,NA,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",492,0.166666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1011,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",186,0.333333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1192,0,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",573,0.666666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",597,0.166666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1112,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",997,0.833333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1071,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1041,0.4,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",251,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1018,0.166666667,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",1121,0.5,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",643,NA,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",470,NA,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
"F1_01",411,0.333333333,"F1","female",15,0.016965039,6.03708495,43.9034451287834,45.8953988895154,23.26747439,110.437961,4.46193596,6.375852742,2.319,10,4.312203536,14,4.188741487,5.796322358,52.10389522,48.98347357
